多遗憾啊！	Too bad.
这几年对作业疗法的需求在迅速增长。	Demand for occupational therapy has surged in recent years.
和一只恐龙面对面是一段有趣的经历。	Coming face to face with a dinosaur was a funny experience.
半途而废是你所能做的最糟糕的事情。	Leaving something unfinished is the worst thing you can do.
我哥哥已经在英格兰生活三十多年了。	My brother has lived in England for more than thirty years.
学校里有多少位教西班牙语的老师呢？	How many teachers of Spanish are there at this high school?
不管他是上学还是做生意，我不会反对。	Whether he studies or goes into business, I won't stop him.
如果我没会错意的话，你是想和我分手。	If I've understood you right, you want to break up with me!
“一家之主”是一份专业工作、事业和使命。	The "family manager" is a profession, occupation, vocation.
爱因斯坦预测太阳的引力会弯曲光线。	Einstein predicted that the Sun's gravity would bend light.
玛丽告诉汤姆她做不了他要求的事情。	Mary told Tom that she couldn't do what he asked her to do.
虽然困难重重，他还是完成了这个任务。	Despite a lot of difficulties, he still completed the task.
请大家认真检查一次，再把考卷交上来。	Please give it a check, then hand in the examination paper.
玛丽想让汤姆带她去机场，但他拒绝了。	Mary wanted Tom to take her to the airport, but he refused.
解决考前焦虑的办法是立刻开始学习。	The way to solve pre-exam anxiety is to start learning now.
那我就不继续打扰你，玩数独游戏去了。	I will play Sudoku then instead of continuing to bother you.
在他的文章中总是有太多肤浅的桥段。	There was always too much superfluous writing in his essays.
你在我们家睡觉当然能让你少花点钱。	It would of course be cheaper for you to sleep at our place.
比萨是种适合现在的生活方式的食物。	Pizza is the kind of food that fits into today's life style.
汤姆告诉她那首诗是自己两年前写的。	Tom told her that he had written that poem two years before.
在这种暑天里我宁愿呆在家也不出去。	I would rather stay at home than go out in this hot weather.
私家侦探们受雇调查这桩奇怪的案件。	Private detectives were hired to look into the strange case.
怕傷害了他的感情，我沒有告訴他真相。	Afraid of hurting his feelings, I didn't tell him the truth.
她很会打扮，所以不管穿上什么都合适。	She has good style, so she looks good in anything she wears.
他撞车是因为有人在刹车上做了手脚。	He crashed his car because someone tampered with the brakes.
64位的软件在32位架构的系统上跑不起来。	Sixty-four-bit software will not run on 32-bit architecture.
湯姆不大明白。你能再跟他解釋一遍嗎？	Tom doesn't quite get it. Could you explain it to him again?
地上覆盖着积雪，冻成了又硬又厚的壳。	The snow lay on the ground, frozen into a thick, hard crust.
明天就要去入学面试了，希望可以通过。	I've got my college interview tomorrow. Hopefully I'll pass.
下次去邮局的时候，请把这封信寄出去。	Please post this letter when you next go to the post office.
上海这个地方，海内海外什么菜肴都有。	Shanghai has everything under the sun when it comes to food.
哪怕没有人陪我，我也要去看这部电影。	Even if no one goes with me, I still want to see this movie.
即使没有人陪我，我也要去看这部电影。	Even if no one goes with me, I still want to see this movie.
就是没有人陪我，我也要去看这部电影。	Even if no one goes with me, I still want to see this movie.
就算没有人陪我，我也要去看这部电影。	Even if no one goes with me, I still want to see this movie.
纵使没有人陪我，我也要去看这部电影。	Even if no one goes with me, I still want to see this movie.
纵然没有人陪我，我也要去看这部电影。	Even if no one goes with me, I still want to see this movie.
一想到家裡有隻貓在，我就全身不自在。	I don't feel like myself, knowing there's a cat in my house.
山上的老教堂的歷史可以追溯到12世紀。	The old church on the hill dates back to the twelfth century.
如果地球停止自传，你认为会发生什么？	What do you think would happen if the earth stopped spinning?
汤姆站在威斯敏斯特地铁站的站台上。	Tom stood on the platform in Westminster Underground Station.
那个男孩没有因为他同学的笑而谦卑。	The boy was not humiliated by the laughter of his classmates.
明天下午2点以前，我希望这工作完成了。	I want this work completed by two o'clock tomorrow afternoon.
我们再怎么认真管理核电站也不为过。	We can not be too careful in operating a nuclear power plant.
我们总是应该带上安全带以防出事故。	We should always wear a seatbelt in case we have an accident.
我的手指冻僵了，以至于无法弹钢琴了。	My fingers are so numb with cold that I can't play the piano.
许多年轻人在战争中因为民主而死去。	Many young men died in the cause of democracy during the war.
他的失败好似和他的性格有什么关系。	His failure seems to have something to do with his character.
他们大约五百年前在秘鲁建立了帝国。	They built their empire in Peru about five hundred years ago.
可能我的孙子会是登陆火星的第一人。	Perhaps my grandson will be the first person to land on Mars.
我无法相信他有种向老板要求加工资。	I can't believe he had the balls to ask the boss for a raise.
我们上个星期天在她家吃得非常开心。	We very much enjoyed the meal we had at her home last Sunday.
昨天晚上沒睡好，所以我今天精神不振。	I didn't sleep well last night so I have little energy today.
您的工资是每个月打入您的工资卡吗？	Does your salary get put on your pay card on a monthly basis?
这附近有没有可以给手机充电的地方？	Is there a place where I can charge my cellphone around here?
快点写完你的作业，我们好去打游戏机。	Finish your homework faster, so that we can play video games.
红十字会不断地给灾区提供食物援助。	The Red Cross constantly supplies food to the disaster areas.
每天早上我都要靠闹钟来按时叫醒我。	I depend on the alarm clock to wake up on time every morning.
昨晚我吃了两个青苹果和一碗青葡萄。	I ate two green apples and a bowl of green grapes last night.
我们一定不能忘记每个人的内在价值。	We must never forget the inherent value of every human being.
他的讲话对所有同事产生了积极影响。	His speech has had a positive effect on all of his coworkers.
我的个性还有很多方面是你不了解的。	There are a lot of things you don't know about my personality.
现代交通使我们能在几天内环绕地球。	Modern travel enables us to go around the world in a few days.
牛群在鬱鬱蔥蔥的草地上緩緩移動著。	The cows were moving very slowly through the long green grass.
你知道伦敦交响乐团的演奏会行程吗？	Do you know the concert schedule of London Symphony Orchestra?
去美国旅行一次相当于她两年的工资。	A trip to America was equivalent to a two-year salary for her.
全体销售人员通宵达旦地工作了一周。	The entire sales staff has worked around the clock for a week.
他完全沉浸于家庭生活中，不想工作了。	He is totally immersed in family life and has no wish to work.
就我所知，铃木先生还没从夏威夷回来。	Mr Suzuki, as far as I know, has not returned from Hawaii yet.
老龄化的人口需要更多医疗保健支出。	An aging population will require more spending on health care.
在这儿使用的语法形式是现在进行时。	The grammatical form employed here is the present progressive.
我们有不到五分钟来疏散整栋楼的人。	We have less than five minutes to evacuate the whole building.
海面随着全球变暖的加剧而越来越高。	As global warming increases, sea levels get higher and higher.
你应该自己判断什么时候喝了太多酒。	You should be able to judge when you've had too much to drink.
汤姆不喜欢人们在他孩子面前讲坏话。	Tom doesn't like it when people cuss in front of his children.
这是多好的一件事，以至于我不吐不快。	It is such a nice thing to say that I felt the need to say it.
我爸爸参加了料理竞赛并得了第一名。	My father participated in a cooking contest and came in first.
我们的生活日益变得更舒适更自动化。	Each day our life becomes more comfortable and more automated.
在死球期间，路易斯跑向球，一脚踢上去。	When the ball was dead, Luis ran up to the ball and booted it.
我想, 在艰难的时候, 你想哭就使劲哭吧。	I think that, in tough times, you can cry as much as you want.
旅游的时候我可以通过网吧保持联系。	I can keep in touch when I travel by finding an internet café.
我们应该不够时间在今天之内完成它。	We probably don't have enough time to finish doing that today.
医生告诉玛丽她不能再要更多孩子了。	The doctor told Mary that she couldn't have any more children.
喂，请问现在能给我马上送一叠稿子吗？	Hey, could you send over a stack of manuscripts straight away?
这是自动投币电话，用一元硬币来打的。	This is an automated payphone; you use it by inserting a coin.
未来，机器人会像个人电脑一样普及吗？	In the future, will robots be as common as personal computers?
要是不放心的话，你去做个胃镜查一查。	If you're worried, go for an endoscopy to have it checked out.
这个电子仪器肯定在运输途中损坏了。	This electrical device must have been damaged during delivery.
北海道的一些小镇正变得越来越破败。	More and more of Hokkaido's small towns are falling into ruin.
一到晚上，买几样蔬菜，看看电视，喝喝酒。	At nighttime, buy some vegetables, watch TV, and have a drink.
吃火锅的时候 ,气氛往往是非常热闹的.	The atmosphere is always extremely lively when eating hot pot.
我生平难得做了一件好事...却是没用的。	For once in my life I'm doing a good deed... And it is useless.
坏习惯一旦被养成，便不能简单地改正。	Once you've formed a bad habit, you can't get rid of it easily.
我的房間面向南邊, 陽光充足非常舒適。	My room faces south, which makes it sunny and very comfortable.
我学习了两个多小时，然后就去睡觉了。	I studied for more than two hours, and afterward I went to bed.
如果他年轻一点，他将很适合这个职位。	If he were a little younger, he would be eligible for the post.
做餐馆服务员啊、酒吧招待员啊，都可以。	Either as a waiter at a restaurant or a bartender, both are OK.
在哈尔滨，许多人邀请我到他们家吃饭。	In Harbin, many people invite me to their homes to have dinner.
他很会教育人所以他的孩子都很听话。	He's a very good teacher, so his children really listen to him.
凡能将他遗失的钱寻回者可得到酬金。	Anyone who can recover the money he lost will receive a reward.
你批准司机把车开回家的事是真的吗？	Is it true that you authorized the driver to take the car home?
丹在与琳达见面前打了几乎一年电话。	Dan had started calling Linda almost a year before they met up.
她星期天也只能去公司做义务劳动了。	She can only go to the company to do voluntary work on Sundays.
我的涂改液用完了，现在写字只用铅笔。	My correction fluid has run out, so now I only write in pencil.
为了学习日语而来日本的外国人很多。	There are many foreigners that come to Japan to learn Japanese.
抱歉，请允许我指出上文中的三个错误。	Excuse me, let me point out three mistakes in the above article.
那场事故让我们陷入了不寻常的局势。	We were faced with an unusual situation because of the accident.
孩子们的衣食住行靠的是他们的父母。	Children depend on their parents for food, clothing and shelter.
一本不值得读的书，一开始就不应该买。	A book not worth reading is not worth buying in the first place.
他们有眼睛，但看不见；有耳朵，但听不见。	They have eyes but they do not see - ears, and they do not hear.
不管我怎么努力，也达不到父母的要求。	No matter how hard I try, I can't meet my parents' expectations.
您在英国从事中医工作的原因是什么？	What are your reasons for practising Chinese medicine in the UK?
我正准备出门呢，就在那时，电话铃响了。	I was getting ready to go out. At that time, the telephone rang.
如果你理解这一个,其它的也大同小异。	If you understand this one, then the others are nearly the same.
数以千计的蜡烛点亮了仪式中的教堂。	Thousands of candles illuminated the church during the ceremony.
这场足球赛充满着激情和精彩的竞争。	This soccer match is full of energetic and splendid competition.
顺便问一下，餐厅晚上几点钟开始营业？	By the way, may I ask when in the evening your restaurant opens?
如果你有其他问题，请通过表格发给我。	If you have any other issues, please notify me through the form.
雖然她節食, 巧克力蛋糕仍然誘惑著她。	Even though she is dieting, the chocolate cake still tempts her.
王冠上鑲嵌著數十顆光彩奪目的寶石。	The crown is adorned with dozens of divinely lustrous gemstones.
通常学生们喜欢理解他们问题的老师。	Students generally like a teacher who understands their problems.
万一船运迟了，我们有特别的迟到保险。	In case the shipment is delayed, we have special delay insurance.
在新加坡，鞭刑是处置犯人的方法之一。	In Singapore, one way to punish a criminal is to whip him or her.
这书会教给你一个明了的美式人生观。	This book will give you a clear idea of the American way of life.
一月的出口量比去年同期上升了兩成。	Exports in January were up 20% over the same period of last year.
本以为他不会及格，但最终还是及格了。	I thought he was going to fail the exam, but he passed after all.
工人们抱怨他们的工作时间被延长了。	The workers are complaining that their hours have been increased.
因为人的种族而歧视他们是一种错误。	Discriminating against people because of their race is a mistake.
幼儿园里，老师正在带领小朋友们嘻戏。	The teachers are playing games with students in the kindergarten.
我要坚持学习拉丁语，因为它非常有趣。	I will continue to study Latin, because it is really interesting.
它有四條腿，是木製的而且站在廚房裡。	It has four legs, it is made of wood and it lives in the kitchen.
如此复杂的工作决不能毕其功于一役。	A complicated job like that can't be done in the blink of an eye.
朋友向我详细说明了外语的学习方法。	My friend explained the way to learn foreign languages in detail.
科学发明并不总是使世界变得更美好。	Scientific discoveries don't always make the world a better place.
做计划是一码事，付诸实践是另一码事。	It's one thing to make plans, but quite another to carry them out.
我的车今天早上坏了，星期五才能修好。	My car broke down this morning and won't be repaired until Friday.
她每天早上都帮母亲在厨房准备早餐。	Every morning, she helps her mother make breakfast in the kitchen.
他似乎不知道我父亲和我之间的纠葛。	He seems not to be aware of the conflict between my father and me.
在很多国家，购买和吸食大麻是违法的。	In many countries, buying or smoking cannabis is forbidden by law.
因为酷暑一直持续着，请谨防食物中毒。	Hot weather will continue, so please watch out for food poisoning.
声称钱不是幸福的一个要素是愚蠢的。	Claiming that money is not a requirement for happiness is foolish.
湯姆是唯一不用火柴就生得了火的人。	Tom was the only one who knew how to start a fire without matches.
这家公司去年获得显著的营业额增长。	This company achieved a remarkable increase in turnover last year.
这个房间最近都没打扫过，有一股臭味。	The room hasn't been cleaned recently, so it now has a foul aroma.
幸好你提醒我，不然我永远记不起来了。	Good that you told me, otherwise I would never have remembered it.
狮子是兽类之王的话，鹰就是鸟类之王。	If the lion is the king of beasts, the eagle is the king of birds.
我现在要去汤姆家告诉他发生了什么。	I'm going over to Tom's house now to tell him about what happened.
汤姆觉得，300块钱不够买齐他需要的东西。	Tom says he doesn't think he can buy everything he needs for $300.
无产者在这个革命中失去的只是锁链。	The proletarians lose nothing in this revolution but their chains.
如果你没事做，那就看你房间的天花板。	If you don't have anything to do, look at the ceiling of your room.
上周六，因为我母亲病了，我无法离开家。	I was unable to leave home last Saturday, with my mother being ill.
她一劳永逸地告诉我，她不想再见我了。	She told me once and for all that she did not want to see me again.
发现了远处的灯光的旅行者欢喜不已。	The traveler was delighted at the sight of a light in the distance.
在印度，人们在餐桌上用右手传递食物。	In India, people pass food at the dinner table with the right hand.
这部手机和一些预装的应用一起出售。	The cellphone came with several applications already pre-installed.
汤姆说，对他来说最难的语言是芬兰语。	Tom said that the most difficult language for him had been Finnish.
因为疫情的原因，现在中国人非常紧张。	Chinese people are quite worried right now because of the pandemic.
若你不懂词义，就在辞典上查阅一下吧。	If you don't know what the word means, look it up in the dictionary.
在不久的将来人类会可以去月球旅游。	The time will soon come when man will be able to travel to the moon.
你明天来的时候，我就看完这本小说了。	I'll have finished reading this novel by the time you come tomorrow.
打棒球是一种运动，登山也是一种运动。	Playing baseball is a sport, and climbing mountains is a sport, too.
我该在这个服务器上设置一个防火墙。	I need to configure this server with an appropriate firewall system.
如果我有时间有钱，我要到欧洲去旅游。	If I have time and enough money, I'd want to go traveling in Europe.
大家帮我这么大的忙，真心向大家道谢。	You've all been a great help to me, and for that I'm truly grateful.
我现在身上没有那么多钱，不过卡里有。	I don't have much money on me right now, but my card has some on it.
你不需要告诉我，我对这件事情没兴趣。	You don't need to tell me. I don't have any interest in this matter.
根据当前的状况，这个项目绝对会成功。	Judging from the current situation, this project is sure to succeed.
因为闪光灯坏了，他不能在黑暗中拍照。	The flash wasn't working, so he couldn't take a picture in the dark.
通过这个装置有可能把海水变成淡水。	Using this device it's possible to turn ocean water into freshwater.
大多数美国人似乎不反对我直呼其名。	Most Americans do not object to my calling them by their first names.
他既诚实又勤劳，而他的弟弟正好相反。	He is honest and hard-working, but his brother is the exact opposite.
请不要做任何有损松野家族名声的事！	Please don't do anything that would besmirch the Matsuno family name!
你不能未经允许就看别人的私人信件。	You shouldn't read other people's private letters without permission.
今天，8.8级的强大地震袭击了日本的岛屿。	A massive earthquake of magnitude 8.8 hit the Japanese islands today.
政府将采取强制措施来解决这一问题。	The government will adopt enforcement measures to solve this problem.
我想挣点钱，所以我一周打三天小时工。	I wanted to earn some money, so I worked part time three days a week.
如果你想改变世界，就从你自己开始吧。	If you want to change the world, then you should start with yourself.
不管天气多么冷，我每天都去公园跑步。	No matter how cold the weather is, I go to the park every day to run.
皮皮一看到主人回家，就興奮地搖尾巴。	The moment Pip saw its owner come home, it excitedly wagged its tail.
她认出那枚胸针是她几个月前丢失的。	She recognized the brooch as the one she had lost a few months before.
这件衣服样式倒是挺好，就是贵了点儿。	The style of this item of clothing is good; it's just a bit expensive.
谢谢您的贡献。预计我们很快会再见面。	Thank you for all your contributions. We expect to see you again soon.
我觉得价钱太贵，再说没什么特别好看……	I think it's too expensive; besides, it doesn't even look that good...
我老婆对我喊道：“你电话响了，快接电话。”	My wife called to me, "Your phone is ringing. Hurry up and answer it!"
不赶时间的人们站在自动扶梯的右边。	People who are not in a hurry stand on the right side of the escalator.
数据表明年轻人抽烟的现象没有减少。	As is evident from the data, smoking is not decreasing among the young.
我爸爸对我的爱和照顾不比我妈妈少。	My father was no less affectionate and tender to me than my mother was.
天才们有一个重要的缺点：他们不会输。	Brilliant people have one major drawback - they don't know how to lose.
我是外国人，我捷克语不好，请说慢一点。	I'm a foreigner and I don't know Czech very well. Please, speak slowly.
我的网球拍裂了，所以我把它拿去修了。	There was a crack in my tennis racket, so I sent it out to be repaired.
汤姆觉得他有机会在股市赚一大笔钱。	Tom thought he had a chance to make a lot of money on the stock market.
因为家里钱不够所以汤姆没能念大学。	Tom couldn't go to college because his family didn't have enough money.
他讲起那场事故，讲得仿佛他亲眼所见。	He recounted the accident to me as if he had seen it with his own eyes.
我週末又待在家，看《海綿寶寶》和《叔比狗》。	I stay home on the weekend as usual, watching SpongeBob and Scooby-Doo.
我不用曲膝就能把我的手掌放到地上。	I can place the palms of my hands on the floor without bending my knees.
我没请他来参加庆祝会，感到有点内疚。	I feel a little guilty that I didn't invite him to join the celebration.
基于健康方面的考虑，最近我早睡早起。	Lately I try for health reasons to go to bed early and to wake up early.
既然你要去超市，那就顺便买些鸡蛋吧。	Since you're going to the supermarket, buy some eggs while you're there.
你打算去哪些地方旅行？怎么去？为什么？	What places are you planning to visit in your travels? And how? And why?
那个人那么小气，连谷壳都不让老鼠吃。	That person's so stingy that he won't even let the mouse have the chaff.
另外，之后我们会颁发“每月最佳员工”奖。	In addition, we will issue the 'employee of the month' award afterwards.
刚才天气还很好，怎么会突然下雨了呢？	The weather was great just a moment ago. How is it suddenly raining now?
我奶奶说，良好健康的关键是保持积极。	According to my grandmother, being active is the key to her good health.
我认为，你已经完全具备了潜伏的资质。	I believe you already possess all the qualities needed to go undercover.
詹姆斯怕极了在课堂上犯错并被训斥。	James had a great fear of making mistakes in class and being reprimanded.
王小明还没有去过美国,他很想明年去.	Xiaoming Wang has never been to America. He really wants to go next year.
昨天晚上，我快被实验室的蚊子咬死了。	Last night, I was almost bitten to death by mosquitoes in the laboratory.
我昨天遇到了一个许久不见的老朋友。	Yesterday I met an old friend of mine whom I had not seen for a long time.
请在两点半参加在二楼会议室的会议。	Please attend the meeting in the second floor conference room at 2:30 p.m.
不管这个问题重不重要，你必须解决它。	No matter how important the question may or may not be, you must solve it.
5元硬币是黄铜做的，10元硬币是青铜做的。	The 5 yen coin is made from brass and the 10 yen coin is made from bronze.
聖誕節當天郵局休息，郵件將不予投遞。	The post office is closed on Christmas day and mail will not be delivered.
很多人改变了自己,却没办法改变世界。	Many people change themselves, but nobody has a way of changing the world.
与其知道你要走，我宁肯你没有回来过。	I would rather that you never returned than know that you wanted to leave.
在无名战士的墓前献上了鲜花和花圈。	Flowers and wreaths were laid in front of the Tomb of the Unknown Soldier.
公司里工资最高的人，只用干最少的活。	The person who gets the highest salary at the company does the least work.
这家公司不分种族、宗教或国籍雇用人。	That company hires people without regard to race, religion, or nationality.
他的武功已经达到了出神入化的境界。	His martial arts prowess has already reached a level of sublime perfection.
我们五个之中，肯定是他说的语言最多。	Among the five of us, he's surely the one who can speak the most languages.
我只要告诉他就好了，他肯定会干得到。	If I tell him, then it's as good as done. He'll definitely take care of it.
看到他那可笑的样子，大家忍不住笑了。	Upon seeing how ridiculous he looked, everyone could not help but laughing.
小林的眉毛长得浓，眼睛又大，睫毛很长。	Xiaolin's eyebrows are thick, his eyes are big, and his eyelashes are long.
游泳池由住在附近的孩子们共同使用。	The swimming pool is used in common by all the children in the neighborhood.
大家说这家饭馆儿的菜又好吃又便宜。	Everyone says the food in this restaurant is both delicious and inexpensive.
对知识的爱好而言，我真的喜欢学汉字。	In terms of intellectual hobbies, I really like learning Chinese characters.
隔壁家的孩子每个月要参加3种补习班。	The child next door has to attend three different extra classes every month.
明年预算的计算是基于今年的成本的。	The calculation of the budget for next year is based on the costs this year.
日语和汉语的汉字发音截然不同，对吗？	The Japanese and Chinese pronunciation for kanji is very different, isn't it?
他将要负责一个关系公司前途的项目。	He is going to take charge of a project concerning the future of the company.
小明忍耐不了妈妈的责骂，便嚎啕大哭。	Xiaoming could not handle his mother's scolding anymore, bursting into tears.
今天即使再忙，也要做完这些事情才走。	Even though it's busy today, this bit of work must be finished before leaving.
由于诸多不幸因素，单亲家庭在增长中。	Due to a number of unfortunate causes, one-parent families are on the increase.
我还了从图书馆借的书，又借了些新的。	I returned the books I borrowed from the library, and I borrowed some new ones.
你吃面条还是吃饭？喝橙汁还是喝咖啡？	Do you want to eat noodles or rice? Do you want to drink fruit juice or coffee?
今天没有空做晚饭，所以我去买了盒饭。	I didn't have time to cook dinner tonight, so I went out and bought a box meal.
对我们来说，最重要的是领会领导意图。	For us, what’s most important is understanding the intention of the leadership.
公司从下个月开始推行新的管理制度。	The company is starting to implement the new management system from next month.
我父亲的母语是法语，我母亲的是英语。	My father is a native French speaker and my mother is a native English speaker.
今天晚上我先用一下，争取明天还给你。	I'll use it a bit this evening, and try my best to give it back to you tomorrow.
明天是运动会的排练，没有往常的课程。	Tomorrow there will be no normal lessons, in view of the athletic meet rehearsal.
说明年夜饭的饺子是亲人团聚的象征。	This means that eating dumplings on New Year's eve is a symbol of family reunion.
胡同是一种跟中国北京有关的窄街路。	Hutongs are a type of narrow street, most commonly associated with Beijing, China.
再不早点睡觉，明天醒来就会有黑眼圈。	If you go to bed late again, tomorrow you'll wake up with shadows under your eyes.
“你付了多少钱？” “大概二十欧元。” “哇！好便宜。”	"How much did you pay for this?" "About 20 euros." "Wow! That's incredibly cheap."
世上最好的小提琴是用雷击木造成的。	The best violins are made with wood from trees that have been struck by lightning.
他衣着像个绅士，言行举止却像个小丑。	His dress is that of a gentleman, but his speech and behavior are those of a clown.
哦，想起来了，忘记在填报名单的桌子上。	Ah, now I remember – I left it on the table where I filled in the application form.
早安，师傅。我应该怎么样提高听力能力？	Good day, lords. In what way can I refine upon my adroitness in aural comprehension?
可惜你很快又会回中国，没人陪我了呢。	Unfortunately, you will return to China soon, so I will have nobody to accompany me.
欢迎光临，现在人很多，请坐下来等一等。	Welcome. Now that many people have arrived, please take a seat and wait for a while.
明代十五世纪初紫禁城是北京的中心。	In the Ming Dynasty (early 15th century) the centre of Beijing was the Forbidden City.
我发现你玩绝对不耽误学习。我就不行。	I've noticed that having fun doesn't interfere at all with your studies. I just can't.
我知道您接下来会问：“您毒杀了多少人？”	And I know the next thing you're going to say is: "How many people have you poisoned?"
球员们坐在更衣室，听教练给他们打气。	The players sat and listened to their coach give them a pep talk in the changing rooms.
要想学好中文， 就应该多跟中国人交流.	If you want to learn Chinese well, you should communicate with Chinese people more often.
要想学好中文，就应该多跟中国人交流。	If you want to learn Chinese well, you should communicate with Chinese people more often.
已经很晚了，快睡觉吧，明天还要工作的。	It's gotten late, so you better hurry up and sleep. You still need to go to work tomorrow.
助理裁判向主裁判举旗示意比赛继续。	The assistant referee held up his flag to show the referee that the ball was still in play.
人们普遍认为吃得苦中苦，方为人上人。	It is generally accepted that a person cannot be successful in life without a lot of hard work.
我家在十八层，主卧和客厅都面朝南方。	My home is on the eighteenth floor, and both the master bedroom and the living room face south.
我代表全班同学谢谢你给我们的帮助。	I represent all of the students in the class when I thank you for the help that you've given us.
没工夫休息的人，早晚会有工夫生病的。	People who cannot find time for recreation are obliged sooner or later to find time for illness.
先肯定后否定，一正一反，就分外有力量。	First acknowledge, then deny – one for and one against – and then you are in a powerful position.
不知何时春暖花开， 今天早晨还下雪了。	I don't know when spring will come and when the flowers will bloom. It was still snowing this morning.
毕业后打算回国还是继续留在荷兰呢？	Do you plan to return to your home country or to continue staying in the Netherlands after graduating?
默默守护中，有人跑到街头，叫来了协警。	As everyone stood guard silently, someone ran to the corner of the street and called over a police officer.
七月十七日，方舟停在亞美尼亞的山上。	And the ark rested in the seventh month, on the seventeenth day of the month, upon the mountains of Armenia.
有借有还，再借不难。有借不还，再借就难。	Borrow and return, then you can borrow again. Borrow and don't return, and then the borrowing gets difficult.
溥天之下，莫非王土；率土之滨，莫非王臣。	Under the vast heaven, no land is not the king's land; at the edges of the land, no one is not the king's subject.
我是在一九六二年三月二十二日出生的。	I was born on March 22, 1962.
我向天地神明发誓我的话绝无一丝虚假。	I'm not lying. I swear to God!
罗密欧啊罗密欧，你为什么要是罗密欧呢？	O Romeo Romeo, why are you Romeo?
你已经足够成熟了，应该懂得更多东西了。	You are old enough to know better.
周围全是陌生人，这让汤姆感到很不自在。	Tom is ill at ease among strangers.
因为他是个友好的人，所以大家都喜欢他。	People like him because he is kind.
如果你計劃要成功，就要更加努力地工作。	Work harder if you plan to succeed.
我很高兴我们录用了你来担任这份工作。	I'm glad we hired you for this job.
汤姆已然成为了一名严格的素食主义者。	Tom used to be a strict vegetarian.
不要做评判，这样您自己才不会被人评判。	Don't judge and you won't be judged.
如果人注定死去的话，那为什么要出生呢？	Why, if man must perish, is he born?
格罗宁根方言是一种方言还是一种语言？	Is Gronings a language or a dialect?
黑色星期五促銷活動吸引了許多購物者。	Black Friday sales attract shoppers.
能在日本找到这样的大的院子实属罕见。	It's rare to find big yards in Japan.
你仅仅是一个小时前才开始这份工作的。	You only started this job an hour ago.
这是我读过的书里面写的最差的一本了。	This is the worst book I've ever read.
在考试的时候，汤姆作弊抄了玛丽的答案。	During the exam, Tom cheated off Mary.
请给我两张到伦敦的成人票，三张儿童票。	Two and three halves to London, please.
我虽然喜欢吃葡萄，但是我吃不了那么多。	I like grapes, but I can't eat so many.
我们在代代木公园度过了一整天的时间。	We spent the entire day in Yoyogi Park.
就现在这个节气来说天气是相当温和了。	It's fairly mild for this time of year.
没有笑声的一天肯定是最为虚度的一天。	A day without laughter is a day wasted.
除了相信对方以外，你们没什么要做的了。	All you need to do is trust each other.
萨米已经看过电视上的每一个医学节目	Sami has seen every medical show on TV.
我需要一支铅笔，我能用你的其中一支吗？	I need a pencil. Can I use one of yours?
汤姆用怀疑的目光盯着那个高个子男人。	Tom looked at the tall man suspiciously.
请问你可以告诉我如何可以到达新宿吗？	Will you tell me how to get to Shinjuku?
他在回家路上遇到了小萨米·戴维斯先生。	He met Sammy Davis, Jr. on his way home.
对天才的傻瓜来说没有什么不可出乱的。	Nothing is foolproof to a talented fool.
欧洲是一个比我以为的还要危险的地方。	Europe is more dangerous than I thought.
飞机将于十二点三十于希思罗机场起飞	The plane departs from Heathrow at 12:30.
他把自己的钱包掉到地上，现在是我的了。	He dropped his wallet, and now it's mine.
如果我是同志那又怎样？这能构成犯罪吗？	And if I were gay, would that be a crime?
如果你吃的多一点，你将会比现在好一点	It would be better if you would eat more.
曼纳德离开巴亚，好和她的母亲住在一起。	Mennad left Baya to live with her mother.
我不能在一个星期中读过这么厚厚的书。	I can't read such a thick book in a week.
我在阅读中度过了一天中最美好的部分。	I spent the best part of the day reading.
我曾说过的废话当中那是最愚蠢的一句。	That's the stupidest thing I've ever said.
如果这条消息很重要，那就打电话告诉他。	Telephone him if the message is important.
只有为数不多的几个电视节目值得关注。	Only a few TV programs are worth watching.
她的用功对我们所有人是一个好的榜样。	Her diligence is a good example to us all.
所有的模型都有错，不过有些还是有用的。	All models are wrong, but some are useful.
湯姆跑進了他的房間，躲到了他的床底下。	Tom ran to his room and hid under the bed.
我怎么可能是机器人呢？机器人不会做梦。	How could I be a robot? Robots don't dream.
我快乐的校园时光，很快就要离我而去了。	My happy schooldays will soon be behind me.
胆小鬼在真正断气之前已经死过很多次。	Cowards die many times before their deaths.
如果沒有了水，沒有人能夠在地球上生存。	Without water, no one can survive on Earth.
我永远不会忘记那次跟她一起去夏威夷。	I'll never forget going to Hawaii with her.
我们把他称为“英雄”，但是他却背叛了我们。	We called him a "hero", but he betrayed us.
如果我没忘了的话，我会叫汤姆做那件事。	I'll tell Tom to do that if I don't forget.
汤姆和玛丽做事都是随自己喜欢的方式。	Tom and Mary can do that however they like.
你可以向别人撒谎，但你没法对自己撒谎。	You can lie to others, but not to yourself.
你知道是谁第一个征服珠穆朗玛峰的吗?	Do you know who conquered Mt. Everest first?
我真想不明白为什么约翰上课总是迟到。	I wonder why John is always late for school.
我很好奇那个建筑物是什么时候建造的。	I wonder when this building was constructed.
他履行了他的承诺，并且帮助了他的兄弟。	He kept his promise and helped his brothers.
我听说你在试图帮助汤姆的时候受伤了。	I heard you were injured trying to help Tom.
燕妮的住所距离斯库拉家有四分钟路程。	Yanni lives four minutes from Skura's house.
